crypto_name,first_date
nkn,2018-05-28
sdchain,2019-01-28
gas,2017-07-06
the-currency-analytics,2019-02-08
clearcoin,2019-01-22
iostoken,2018-01-16
cvault-finance,2020-09-30
netbox-coin,2019-09-09
perth-mint-gold-token,2020-03-11
zelcash,2019-01-22
refereum,2018-03-01
boringdao,2021-02-03
spiderdao,2020-12-15
magic-cube-coin,2019-07-19
friends,2018-04-04
digital-fantasy-sports,2019-09-06
substratum,2017-09-25
covesting,2018-01-23
v-id,2019-04-05
cybermiles,2017-12-06
aeternity,2017-06-01
indorse-token,2017-09-19
medibloc,2017-12-22
npcoin,2019-12-26
quarkchain,2018-06-04
ormeus-ecosystem,2019-11-19
aragon,2017-05-18
lemochain,2019-01-22
albos,2019-01-22
s4fe,2019-02-07
minty-art,2021-03-05
bitcoin-cash-abc-2,2020-11-17
akropolis,2019-07-19
betterbetting,2019-01-22
observer,2019-01-22
trias,2019-05-24
convex-finance,2021-05-18
bitblocks,2018-08-03
axpire,2019-01-22
hycon,2018-08-10
mybit,2018-06-08
swarm-fund,2019-01-22
the-transfer-token,2021-09-09
quickx-protocol,2019-04-25
nyzo,2020-01-21
eight-hours,2020-10-01
dia-data,2020-08-04
origo,2019-06-03
bankex,2019-01-22
bitshares,2014-07-21
ela-coin,2019-02-07
0x,2017-08-16
proximax,2018-08-09
waykichain-governance-coin,2020-06-23
ors-group,2019-01-22
suterusu,2019-11-22
uniswap,2020-09-17
membrana,2019-08-08
contents-protocol,2019-04-08
kleros,2018-11-01
fuse-network,2021-02-01
mixtrust,2020-08-17
ubiq,2016-04-27
shekel,2019-01-22
akash-network,2021-01-27
kambria,2018-12-13
eunomia,2018-10-11
merculet,2018-06-20
greenmed,2019-01-22
paccoin,2019-01-22
bitcoin-bep2,2019-06-18
sora-validator-token,2020-12-09
masternet,2019-01-22
dogelon,2021-04-26
fivebalance,2018-10-18
playkey,2017-12-20
phi-token,2019-01-22
moonriver,2021-09-06
shard,2019-01-22
benepit-protocol,2019-11-05
fox-trading,2018-07-25
trust,2017-04-20
ethernity-chain,2021-03-22
hedgetrade,2019-01-22
bodhi-eth,2019-01-22
creditcoin,2021-03-09
turtlecoin,2018-07-23
hyperexchange,2019-11-08
linkeye,2018-01-25
davion,2019-12-30
chartex,2021-08-23
omni,2013-12-24
cajutel,2019-01-31
insurepal,2018-01-19
monavale,2020-12-07
bella-protocol,2020-10-22
tower-token,2021-03-16
atc-coin,2018-07-31
ocean-protocol,2019-05-06
pearl,2020-09-02
trust-wallet-token,2020-11-19
esports-token,2019-01-22
p2p-global-network,2019-05-15
thingschain,2018-08-09
vnt-chain,2019-06-03
kebab-token,2021-02-03
a2dao,2021-03-24
waves,2016-06-02
bumo,2019-01-22
yuan-chain-coin,2019-01-22
enzo,2020-01-03
terra-krw,2020-01-15
yuno-finance,2020-09-01
verasity,2019-04-03
gridcoin,2015-02-28
experty,2019-01-22
marcopolo-protocol,2020-01-06
flowchain,2019-02-12
keep4r,2020-11-03
capdaxtoken,2019-01-22
experience-chain,2019-02-25
moss-coin,2018-07-11
gmb,2019-02-22
origintrail,2018-01-25
new-bitshares,2020-09-21
orbit-chain,2021-09-09
bitcoin-confidential,2019-05-28
lisk,2016-04-06
youcash,2021-09-09
yvs-finance,2021-03-15
project-coin,2019-01-22
vindax-coin,2019-07-17
wanchain,2018-03-23
mobilecoin,2021-05-14
absolute,2019-01-22
fire-lotto,2018-09-05
labh-coin,2019-01-22
frax,2021-03-04
bitdao,2021-09-02
monacoin,2014-03-20
the-sandbox,2020-08-14
komet,2020-11-24
polyswarm,2018-04-10
silent-notary,2019-01-22
guppy,2019-01-22
tokenbox,2018-01-24
buck-hath-coin,2019-03-26
binemon,2021-08-27
fortem-capital,2019-11-25
carinet,2019-01-22
puregold-token,2019-01-22
bridge-mutual,2021-01-31
matrix-ai-network,2018-01-27
zap,2018-01-12
unizen,2021-04-19
sora,2020-07-02
commercium,2018-08-07
quant,2018-08-10
steem-dollars,2016-07-18
quantum-resistant-ledger,2017-06-10
unobtanium,2019-01-22
wollo,2019-02-06
cybervein,2018-04-17
axe,2019-05-08
electronic-energy-coin,2019-05-02
gems-protocol,2018-02-20
groestlcoin,2014-04-11
everest,2021-05-14
html-coin,2017-12-28
appcoins,2018-01-08
birdchain,2019-08-02
starta,2019-01-22
dexe,2021-07-12
leverj-gluon,2020-11-25
crowd-machine,2018-05-04
maincoin,2019-03-04
siacoin,2015-08-26
elysian,2018-07-19
function-x,2019-04-25
muse,2020-11-30
nasdacoin,2018-08-22
eristica,2019-01-22
graphlinq-protocol,2021-03-31
xriba,2019-01-22
particl,2017-07-20
gnosis-gno,2017-05-01
melon,2017-02-22
remme,2018-02-26
dydx,2021-09-08
rentberry,2018-04-07
ultra,2019-07-30
justliquidity,2020-09-08
grin,2019-01-27
waletoken,2018-10-22
ontology,2018-03-08
bitcoinote,2018-08-02
convergence,2021-03-29
duo-network-token,2019-05-02
sada,2021-02-05
unitrade,2020-08-05
dynamic-set-dollar,2020-12-28
tael,2017-12-12
konomi-network,2021-03-17
humaniq,2017-05-11
xovbank,2018-08-06
oneroot-network,2018-01-15
jarvis,2019-06-20
baasid,2018-08-10
pbtc35a,2021-01-13
efinity,2021-08-05
nftx-hashmasks-index,2021-02-07
cellframe,2021-03-30
pigeoncoin,2018-07-30
aergo,2018-12-17
fsw-token,2021-02-03
loki,2018-05-21
cubiex,2019-07-22
wagerr,2017-07-05
roiyal-coin,2019-01-08
switcheo,2019-01-22
xend-finance,2021-04-26
superfarm,2021-02-24
centauri,2019-01-22
scanet-world-coin,2019-02-22
sirin-labs-token,2017-12-28
loopring,2017-08-30
apy-finance,2020-11-18
kryll,2018-07-19
dav-coin,2018-08-24
fabric,2021-09-15
digix-gold-token,2018-05-15
tera,2019-05-21
jasmy,2021-03-18
whole-network,2019-09-26
alpha-token,2019-04-16
traceability-chain,2019-01-22
ampleforth-governance-token,2021-04-22
casper,2021-05-14
handshake,2020-02-21
lambda,2019-01-02
factom,2015-10-06
liquidity-dividends-protocol,2020-07-31
paypie,2017-10-10
switch,2020-04-20
alchemist,2021-04-28
eligma-token,2019-01-22
blackmoon,2017-09-20
poolz-finance,2021-01-18
arbidex,2018-08-16
fetch,2019-03-02
iocoin,2014-08-02
aion,2017-10-18
patron,2018-05-22
relex,2019-01-22
paris-saint-germain-fan-token,2020-12-22
ethereum-classic,2016-07-24
smartlands,2019-01-22
carry,2019-05-17
hercules,2019-01-22
dignity,2019-01-22
unmarshal,2021-03-30
nervos-network,2019-11-19
persistence,2021-09-09
naga,2019-01-22
mobius,2018-01-20
data,2018-01-22
luxcoin,2017-10-27
ramp,2021-03-29
iridium,2018-10-17
ellipsis,2021-03-24
nerves,2019-01-22
pirate-chain,2019-05-22
blockium,2019-08-14
bhp-coin,2018-08-03
pitiscoin,2019-01-22
cononchain,2019-01-22
adamant-messenger,2019-01-17
emercoin,2014-08-23
penta,2018-05-01
gourmet-galaxy,2021-02-03
zcash,2016-10-29
endor-protocol,2018-05-31
polkadot-new,2020-08-20
evedo,2019-05-21
float-protocol,2021-03-22
spindle,2018-05-28
scorum-coins,2018-08-07
safex-token,2019-05-15
odyssey,2018-01-24
band-protocol,2019-09-18
aave,2017-11-30
datamine,2017-12-08
stake-dao,2021-01-22
boltt-coin,2019-03-12
merebel,2019-05-08
amp,2020-09-11
dextools,2021-02-03
multivac,2019-04-11
egretia,2018-07-02
one-share,2021-01-02
cmitcoin,2019-01-22
liquity,2021-04-09
blind-boxes,2021-03-31
vai,2020-12-03
umbrella-network,2021-02-10
yffi-finance,2020-08-04
ring-x-platform,2020-06-26
terra-virtua-kolekt,2021-03-15
yottachain,2019-08-09
butterfly-protocol-2,2021-02-07
monetha,2017-09-06
incent,2016-12-07
gochain,2018-06-13
influence-chain,2019-01-22
krypton-galaxy-coin,2019-08-26
anchor-protocol,2021-03-18
internationalcryptox,2019-01-22
stk,2018-02-02
newton,2019-04-17
bonfida,2020-12-28
empty-set-dollar,2020-11-16
rari-governance-token,2021-02-24
ytsla-finance,2020-09-22
decent-bet,2017-11-13
tokenomy,2018-03-10
sashimi,2020-09-10
privcy,2019-01-22
crust,2020-09-30
no-bs-crypto,2019-01-22
jesus-coin,2019-01-22
stox,2017-08-05
bitcoin-sv,2018-11-09
lua-token,2020-09-30
prometeus,2019-07-17
chronocoin,2019-10-15
red-pulse,2019-01-22
compound,2020-06-16
experience-token,2019-01-22
dmd,2020-09-09
hdac,2019-01-22
apm-coin,2019-12-27
matryx,2018-01-02
civic,2017-07-17
celsius,2020-02-05
bitcapitalvendor,2018-08-02
dkargo,2021-02-02
cryptrust,2018-09-21
mmocoin,2018-10-15
xmax,2018-06-15
elrond-egld,2020-09-04
decent,2019-01-22
free-coin,2018-10-05
kimchi-finance,2020-09-01
skycoin,2017-04-17
lunchmoney,2020-06-29
zilla,2018-02-03
solfarm,2021-08-30
wbnb,2021-09-09
benz,2019-01-22
bitcoin-token,2019-01-22
julswap,2021-08-24
olxa,2019-03-27
mercury,2019-01-22
consentium,2019-01-22
atomic-wallet-coin,2019-01-04
daex,2018-05-02
educare,2018-01-24
digitex-futures,2018-05-23
iota,2017-06-13
atlas-protocol,2018-11-28
anon,2018-09-26
wrapped-nxm,2020-07-28
burger-swap,2020-09-29
boat-pilot-token,2019-03-20
exeedme,2021-01-13
bittorrent,2019-01-31
liquid-apps,2019-06-28
oneswap-dao-token,2020-09-22
katalyo,2020-12-15
cybereits,2019-01-22
enjin-coin,2017-11-01
orient-walt,2020-01-10
basis-gold-share,2021-01-18
rapids,2018-10-11
wax,2017-12-21
basic-attention-token,2017-06-01
incodium,2019-01-22
soarcoin,2019-01-22
coinus,2019-01-22
shroom-finance,2020-10-05
bancor,2017-06-22
syscoin,2014-08-20
nectar,2019-01-22
bitcoin-private,2018-03-10
beowulf,2020-09-29
my-defi-pet,2021-07-27
axion,2020-11-16
tokenclub,2018-01-11
xdef-finance,2021-01-11
singulardtv,2016-10-03
smartkey,2021-01-03
drep,2019-05-07
88mph,2020-11-24
gopower,2019-03-26
transcodium,2018-05-04
wom-protocol,2020-03-17
shadows,2021-03-04
yap-stone,2019-11-09
zenon,2019-06-12
lido-dao,2021-01-14
banyan-network,2019-01-22
cryptopay,2017-12-28
chainlink,2017-09-20
emirex,2019-09-10
ryo-currency,2018-07-27
cutcoin,2019-11-19
insured-finance,2021-01-22
sun,2020-09-11
engagement-token,2019-01-22
abbc-coin,2018-10-12
yfiexchange-finance,2020-08-25
usd-coin,2018-10-08
niobium-coin,2018-08-06
v-systems,2019-03-05
antimatter,2021-03-02
smoothy,2021-04-28
paragon,2019-01-22
auctus,2018-04-20
hakka-finance,2020-08-17
cashbet-coin,2019-01-22
storj,2017-07-02
menapay,2019-06-10
snowswap,2021-01-27
unifi-protocol-dao,2020-11-24
coinvest,2019-01-22
translateme-network-token,2019-07-18
global-social-chain,2018-05-15
ignis,2018-01-03
golff,2020-09-14
bodhi,2019-01-22
counterparty,2014-02-15
decimated,2019-05-03
igtoken,2018-08-09
dao-casino,2019-01-22
lykke,2019-01-22
mothership,2019-01-22
vethor-token,2018-07-30
huobi-btc,2020-10-23
metaverse,2017-06-05
anchor,2019-11-09
arpa-chain,2019-07-15
the-champcoin,2017-08-15
linear,2020-09-21
fusion,2018-02-16
kickico,2019-01-22
bitcoin-standard-hashrate-token,2021-01-14
tgame,2018-07-18
niobio-cash,2019-01-22
bibox-token,2017-12-24
achain,2017-08-27
zeepin,2018-01-30
symbol,2021-03-25
binance-coin,2017-07-25
buddy,2019-03-29
titanswap,2021-02-02
iterationsyndicate,2020-12-07
opium,2021-01-29
purex,2019-01-22
online,2019-01-22
shiba-inu,2021-03-15
metahash,2019-02-21
phantasma,2018-05-28
dmarket,2018-02-03
surf,2020-10-30
furucombo,2021-02-02
contentbox,2018-07-19
owndata,2018-08-08
content-neutrality-network,2018-05-15
credits,2018-03-03
nos,2019-01-22
margix,2019-11-09
ternio,2019-01-22
dao-maker,2021-02-11
rage-fan,2021-04-01
catex-token,2019-10-14
yoyow,2017-08-19
ddkoin,2019-07-29
zrcoin,2017-06-16
unilayer,2020-08-19
dadi,2019-01-22
intellishare,2019-03-22
cryptaur,2018-06-05
vetri,2018-10-23
yeed,2019-01-22
yearn-finance-ii,2020-07-29
skychain,2019-01-22
selfkey,2018-01-15
bscpad,2021-03-04
dapp-token,2019-07-26
chronologic,2017-09-25
sentinel,2018-04-17
terrausd,2020-12-18
mith-cash,2021-01-02
wpp-token,2019-04-26
six-domain-chain,2019-01-22
freeway-token,2020-11-20
lunyr,2017-05-01
sushi,2020-08-28
business-credit-substitute,2019-09-30
pluton,2016-09-17
gowithmi,2019-07-29
secret,2020-09-30
compound-dai,2020-03-13
keeperdao,2020-11-16
helium,2018-10-18
cloudbric,2019-01-30
swapfolio,2021-01-22
coin98,2021-08-09
pooltogether,2021-02-19
cardstack,2018-07-03
insolar,2019-01-22
digitalnote,2014-06-24
te-food,2018-03-10
machine-xchange-coin,2018-12-07
defi-pulse-index,2020-09-15
p-uniswap,2021-10-05
harvest-finance,2020-09-02
indexed-finance,2021-06-21
internet-node-token,2019-01-22
fractal,2021-08-05
poet,2017-09-01
thekey,2018-02-07
ieth,2021-02-05
raydium,2021-05-14
uncx,2021-05-13
oro,2020-11-16
nav-coin,2014-06-12
the-graph,2020-12-17
quantstamp,2017-11-21
youlive-coin,2019-01-22
binance-usd,2019-09-20
chronotech,2021-06-24
azbit,2019-10-13
signal-token,2019-01-22
primas,2017-08-28
kattana,2021-04-09
yaxis,2021-01-14
usechain-token,2019-01-22
hashcoin,2018-07-10
wootrade,2021-02-02
unus-sed-leo,2019-05-21
kava,2019-10-25
robonomics-network,2020-06-08
vidya,2020-08-25
fanstime,2018-07-06
herocoin,2018-01-02
iqcash,2021-02-01
storm,2019-01-22
jibrel-network,2019-01-22
namecoin,2013-04-28
iqeon,2018-09-24
rightmesh,2019-01-22
sonm,2019-01-22
unfederalreserve,2020-11-01
entercoin,2020-11-28
consensus,2019-01-22
tokenstars,2019-01-22
dhedge-dao,2020-09-30
blockport,2019-01-22
rio-defi,2020-09-29
truechain,2018-01-24
ardor,2016-07-23
props,2021-03-17
box-token,2018-10-19
maps,2021-02-02
bitgear,2020-08-14
red,2018-05-23
constellation,2018-06-20
tenx,2017-07-08
dextoken,2020-08-24
nano,2017-03-07
sessia,2019-08-21
sharpay,2018-10-10
bhpcash,2019-01-22
p-chainlink,2021-10-05
zebi,2019-01-22
gitcoin,2021-05-25
keysians-network,2020-08-17
minexcoin,2019-01-22
digifinextoken,2019-01-22
white-standard,2019-01-22
linka,2019-11-01
yieldfarming-insure,2020-09-14
seth,2021-01-31
veruscoin,2020-12-18
presearch,2017-12-05
echoin,2019-09-23
mogu,2019-12-21
rotten,2020-09-25
pundix-new,2021-09-09
copytrack,2019-01-22
peony,2021-06-23
1337coin,2019-01-22
atonomi,2019-01-22
metronome,2018-06-26
phv,2019-06-01
digibyte,2014-02-06
tokenpay,2018-04-05
12ships,2019-08-26
snapcoin,2019-01-22
qredit,2019-03-26
apex,2019-01-22
gold-poker,2018-08-16
commerceblock,2019-01-22
bitcoin-diamond,2017-11-24
covalent,2021-06-24
theta-fuel,2019-03-28
nash-exchange,2019-04-01
helbiz,2019-01-22
shinechain,2019-01-22
rakon,2019-12-26
modultrade,2019-01-22
bnktothefuture,2018-03-22
sperax,2020-08-26
powertrade-fuel,2021-08-09
rivex,2020-05-11
nanjcoin,2018-03-20
stronghold-token,2019-01-22
fei-protocol,2021-08-20
name-changing-token,2021-02-02
reflect-finance,2020-12-08
everitoken,2019-08-12
district0x,2017-08-03
hoqu,2018-03-08
honest,2019-06-20
webdollar,2021-05-13
clearpoll,2019-01-22
webflix-token,2019-06-04
unlimitedip,2018-01-24
visionx,2019-01-22
pledge-coin,2019-08-24
cbdao,2020-08-11
daoventures,2021-02-18
redfox-labs,2019-05-22
vibe,2017-09-25
compound-ether,2020-07-24
ilcoin,2018-11-27
kora-network-token,2019-01-22
medical-chain,2018-02-03
winstars-live,2019-07-19
cartesi,2020-04-23
robotina,2019-01-22
naka-bodhi-token,2019-06-24
fantasygold,2019-01-22
earneo,2021-06-23
horuspay,2018-07-30
oasis-network,2020-11-20
keep-network,2020-05-13
nnb-token,2019-05-14
faceter,2018-05-28
monero,2014-05-21
paypolitan-token,2020-11-24
polybius,2019-01-22
bamboo-defi,2021-03-24
imagecoin,2019-07-23
zb,2018-09-27
gifto,2017-12-18
high-performance-blockchain,2018-01-09
bridge-protocol,2019-01-22
yield-app,2021-10-08
ether-zero,2018-06-05
tontoken,2020-10-23
unification,2019-04-11
curve,2020-08-14
digitalbits,2019-09-13
nestree,2019-09-09
aced,2018-07-30
alp-coin,2019-10-22
p-matic-network,2021-10-05
tidal-finance,2021-03-25
maro,2021-04-01
suku,2020-08-04
croat,2018-08-06
pundi-x,2019-01-22
earth-token,2019-01-22
blank-wallet,2021-04-02
spankchain,2019-01-22
blockchain-quotations-index-token,2019-01-22
plotx,2020-11-13
naviaddress,2019-01-22
gulden,2014-04-08
waltonchain,2017-08-27
platoncoin,2019-02-20
gohelpfund,2018-10-17
pnetwork,2020-07-01
mask-network,2021-03-15
lympo,2018-03-01
pria,2020-10-22
fibos,2019-08-29
wirex-token,2019-07-09
susd,2018-07-13
flux,2020-07-20
ndex,2019-01-22
pmeer,2020-08-19
hedera-hashgraph,2019-09-17
restart-energy-mwat,2018-02-17
cryptoblades,2021-07-27
dacsee,2018-08-02
plasma-finance,2021-09-15
primecoin,2013-07-11
bitguild-plat,2019-01-22
lockchain,2019-01-22
bidipass,2019-09-05
couchain,2019-01-22
blue-whale-token,2019-01-22
aleph-im,2020-07-08
thore-cash,2018-08-06
vikkytoken,2018-07-25
steem,2016-04-18
cryptocean,2019-09-02
bzx,2020-07-14
centercoin,2019-01-22
sentivate,2019-05-06
flow,2021-01-27
k21,2021-04-13
quantfury-token,2021-05-14
ecash,2021-09-09
keystone-of-opportunity-knowledge,2020-01-30
dreamteam-token,2019-05-24
uchain,2018-09-17
apr-coin,2018-05-10
tchain,2019-09-13
arionum,2018-08-01
vinchain,2018-08-06
gomics,2019-09-16
invacio,2019-01-22
moeda-loyalty-points,2017-09-11
dragonchain,2017-12-03
mist,2021-07-27
pillar,2017-07-24
boscoin,2019-01-22
hopr,2021-03-02
cybermusic,2018-09-07
lightpaycoin,2019-01-22
t-os,2019-01-22
alchemix,2021-03-02
pixie-coin,2019-01-22
power-ledger,2017-11-01
mango-markets,2021-08-30
smartup,2019-06-05
upfiring,2017-11-14
gemini-dollar,2018-10-06
measurable-data-token,2021-02-02
visor-finance,2021-04-14
valuechain,2019-01-22
duck-dao,2020-12-22
zencash,2017-06-01
massgrid,2019-01-22
hyperquant,2018-11-27
chatcoin,2018-01-20
dprating,2018-08-20
